Row,Expected,Predicted,Match
11629,childcare,childcare,True
11630,wanted-housing,wanted-housing,True
11631,photography,photography,True
11632,housing,shared,False
11633,shared,shared,True
11634,general,shared,False
11635,automotive,automotive,True
11636,cell-phones,cell-phones,True
11637,photography,appliances,False
11638,video-games,video-games,True
11639,video-games,video-games,True
11640,automotive,automotive,True
11641,childcare,childcare,True
11642,wanted-housing,wanted-housing,True
11643,housing,housing,True
11644,artists,childcare,False
11645,shared,shared,True
11646,general,childcare,False
11647,therapeutic,therapeutic,True
11648,wanted-housing,wanted-housing,True
11649,general,general,True
11650,childcare,childcare,True
11651,real-estate,therapeutic,False
11652,shared,shared,True
11653,therapeutic,therapeutic,True
11654,childcare,childcare,True
11655,childcare,childcare,True
11656,appliances,appliances,True
11657,wanted-housing,wanted-housing,True
11658,automotive,automotive,True
11659,household-services,therapeutic,False
11660,shared,shared,True
11661,appliances,appliances,True
11662,therapeutic,therapeutic,True
11663,shared,shared,True
11664,automotive,shared,False
11665,wanted-housing,wanted-housing,True
11666,cell-phones,cell-phones,True
11667,household-services,automotive,False
11668,photography,photography,True
11669,automotive,shared,False
11670,cell-phones,cell-phones,True
11671,appliances,appliances,True
11672,artists,artists,True
11673,temporary,shared,False
11674,photography,photography,True
11675,housing,temporary,False
11676,wanted-housing,wanted-housing,True
11677,shared,shared,True
11678,therapeutic,real-estate,False
11679,cell-phones,cell-phones,True
11680,household-services,temporary,False
11681,wanted-housing,wanted-housing,True
11682,appliances,appliances,True
11683,video-games,photography,False
11684,photography,video-games,False
11685,video-games,video-games,True
11686,therapeutic,therapeutic,True
11687,appliances,appliances,True
11688,household-services,household-services,True
11689,childcare,childcare,True
11690,appliances,appliances,True
11691,household-services,household-services,True
11692,video-games,video-games,True
11693,housing,housing,True
11694,shared,shared,True
11695,appliances,appliances,True
11696,photography,photography,True
11697,automotive,automotive,True
11698,artists,real-estate,False
11699,wanted-housing,wanted-housing,True
11700,artists,wanted-housing,False
11701,automotive,automotive,True
11702,photography,photography,True
11703,video-games,video-games,True
11704,automotive,automotive,True
11705,shared,shared,True
11706,childcare,childcare,True
11707,temporary,shared,False
11708,appliances,appliances,True
11709,appliances,appliances,True
11710,therapeutic,therapeutic,True
11711,shared,shared,True
11712,appliances,appliances,True
11713,cell-phones,cell-phones,True
11714,household-services,household-services,True
11715,therapeutic,therapeutic,True
11716,household-services,household-services,True
11717,therapeutic,therapeutic,True
11718,therapeutic,therapeutic,True
11719,photography,photography,True
11720,cell-phones,cell-phones,True
11721,temporary,shared,False
11722,shared,shared,True
11723,appliances,appliances,True
11724,video-games,video-games,True
11725,general,general,True
11726,shared,shared,True
11727,appliances,appliances,True
11728,video-games,appliances,False
11729,wanted-housing,wanted-housing,True
11730,temporary,shared,False
11731,therapeutic,therapeutic,True
11732,shared,shared,True
11733,childcare,childcare,True
11734,temporary,shared,False
11735,photography,photography,True
11736,video-games,video-games,True
11737,video-games,video-games,True
11738,housing,housing,True
11739,cell-phones,cell-phones,True
11740,therapeutic,therapeutic,True
11741,household-services,real-estate,False
11742,childcare,childcare,True
11743,shared,shared,True
11744,automotive,automotive,True
11745,shared,wanted-housing,False
11746,cell-phones,cell-phones,True
11747,shared,shared,True
11748,general,artists,False
11749,therapeutic,therapeutic,True
11750,automotive,automotive,True
11751,automotive,automotive,True
11752,therapeutic,therapeutic,True
11753,automotive,automotive,True
11754,cell-phones,cell-phones,True
11755,shared,shared,True
11756,temporary,temporary,True
11757,therapeutic,therapeutic,True
11758,video-games,video-games,True
11759,temporary,shared,False
11760,wanted-housing,shared,False
11761,real-estate,real-estate,True
11762,appliances,appliances,True
11763,cell-phones,cell-phones,True
11764,temporary,temporary,True
11765,therapeutic,therapeutic,True
11766,shared,shared,True
11767,appliances,appliances,True
11768,household-services,household-services,True
11769,photography,photography,True
11770,therapeutic,therapeutic,True
11771,shared,shared,True
11772,household-services,household-services,True
11773,childcare,childcare,True
11774,wanted-housing,wanted-housing,True
11775,wanted-housing,wanted-housing,True
11776,shared,shared,True
11777,video-games,video-games,True
11778,activities,general,False
11779,wanted-housing,temporary,False
11780,activities,childcare,False
11781,cell-phones,cell-phones,True
11782,shared,shared,True
11783,therapeutic,therapeutic,True
11784,wanted-housing,wanted-housing,True
11785,therapeutic,therapeutic,True
11786,therapeutic,therapeutic,True
11787,temporary,shared,False
11788,childcare,childcare,True
11789,video-games,appliances,False
11790,cell-phones,cell-phones,True
11791,household-services,household-services,True
11792,cell-phones,cell-phones,True
11793,shared,shared,True
11794,temporary,temporary,True
11795,video-games,appliances,False
11796,automotive,automotive,True
11797,automotive,automotive,True
11798,shared,real-estate,False
11799,therapeutic,therapeutic,True
11800,wanted-housing,wanted-housing,True
11801,shared,shared,True
11802,wanted-housing,wanted-housing,True
11803,household-services,household-services,True
11804,real-estate,automotive,False
11805,household-services,household-services,True
11806,shared,shared,True
11807,activities,activities,True
11808,childcare,childcare,True
11809,cell-phones,cell-phones,True
11810,therapeutic,therapeutic,True
11811,wanted-housing,wanted-housing,True
11812,therapeutic,therapeutic,True
11813,household-services,household-services,True
11814,appliances,appliances,True
11815,automotive,therapeutic,False
11816,appliances,appliances,True
11817,temporary,temporary,True
11818,household-services,household-services,True
11819,shared,shared,True
11820,automotive,wanted-housing,False
11821,wanted-housing,wanted-housing,True
11822,appliances,appliances,True
11823,household-services,household-services,True
11824,cell-phones,cell-phones,True
11825,photography,photography,True
11826,childcare,childcare,True
11827,video-games,video-games,True
11828,general,general,True
11829,household-services,general,False
11830,general,general,True
11831,photography,photography,True
11832,general,shared,False
11833,general,general,True
11834,childcare,childcare,True
11835,video-games,video-games,True
11836,temporary,shared,False
11837,childcare,childcare,True
11838,household-services,household-services,True
11839,photography,appliances,False
11840,childcare,general,False
11841,therapeutic,therapeutic,True
11842,household-services,household-services,True
11843,therapeutic,therapeutic,True
11844,childcare,childcare,True
11845,real-estate,real-estate,True
11846,wanted-housing,wanted-housing,True
11847,childcare,general,False
11848,real-estate,real-estate,True
11849,general,general,True
11850,household-services,shared,False
11851,household-services,automotive,False
11852,general,temporary,False
11853,therapeutic,therapeutic,True
11854,automotive,automotive,True
11855,household-services,real-estate,False
11856,activities,general,False
11857,real-estate,real-estate,True
11858,video-games,appliances,False
11859,shared,shared,True
11860,shared,shared,True
11861,general,shared,False
11862,artists,artists,True
11863,real-estate,real-estate,True
11864,therapeutic,therapeutic,True
11865,photography,appliances,False
11866,appliances,appliances,True
11867,automotive,automotive,True
11868,appliances,appliances,True
11869,cell-phones,cell-phones,True
11870,cell-phones,cell-phones,True
11871,video-games,video-games,True
11872,childcare,childcare,True
11873,real-estate,wanted-housing,False
11874,wanted-housing,shared,False
11875,childcare,childcare,True
11876,general,general,True
11877,therapeutic,therapeutic,True
11878,housing,housing,True
11879,shared,shared,True
11880,real-estate,real-estate,True
11881,shared,shared,True
11882,general,general,True
11883,general,household-services,False
11884,appliances,appliances,True
11885,therapeutic,therapeutic,True
11886,wanted-housing,general,False
11887,appliances,appliances,True
11888,temporary,shared,False
11889,temporary,shared,False
11890,video-games,appliances,False
11891,childcare,childcare,True
11892,temporary,shared,False
11893,household-services,household-services,True
11894,cell-phones,cell-phones,True
11895,appliances,appliances,True
11896,shared,wanted-housing,False
11897,photography,photography,True
11898,cell-phones,cell-phones,True
11899,shared,shared,True
11900,photography,photography,True
11901,appliances,appliances,True
11902,shared,shared,True
11903,cell-phones,cell-phones,True
11904,cell-phones,cell-phones,True
11905,general,artists,False
11906,wanted-housing,childcare,False
11907,household-services,household-services,True
11908,artists,shared,False
11909,temporary,shared,False
11910,cell-phones,cell-phones,True
11911,household-services,household-services,True
11912,real-estate,real-estate,True
11913,wanted-housing,wanted-housing,True
11914,video-games,video-games,True
11915,household-services,household-services,True
11916,temporary,shared,False
11917,temporary,shared,False
11918,wanted-housing,wanted-housing,True
11919,appliances,appliances,True
11920,childcare,childcare,True
11921,childcare,childcare,True
11922,appliances,appliances,True
11923,video-games,video-games,True
11924,general,general,True
11925,activities,wanted-housing,False
11926,household-services,household-services,True
11927,shared,wanted-housing,False
11928,shared,shared,True
11929,household-services,real-estate,False
11930,temporary,temporary,True
11931,video-games,video-games,True
11932,photography,photography,True
11933,cell-phones,cell-phones,True
11934,therapeutic,therapeutic,True
11935,housing,shared,False
11936,general,general,True
11937,housing,housing,True
11938,childcare,childcare,True
11939,general,general,True
11940,therapeutic,therapeutic,True
11941,household-services,household-services,True
11942,therapeutic,therapeutic,True
11943,general,childcare,False
11944,appliances,appliances,True
11945,wanted-housing,temporary,False
11946,childcare,childcare,True
11947,temporary,temporary,True
11948,therapeutic,therapeutic,True
11949,shared,shared,True
11950,photography,photography,True
11951,real-estate,real-estate,True
11952,household-services,household-services,True
11953,shared,shared,True
11954,cell-phones,appliances,False
11955,photography,photography,True
11956,household-services,household-services,True
11957,therapeutic,therapeutic,True
11958,real-estate,therapeutic,False
11959,shared,shared,True
11960,automotive,automotive,True
11961,shared,shared,True
11962,cell-phones,cell-phones,True
11963,photography,photography,True
11964,shared,shared,True
11965,childcare,artists,False
11966,shared,shared,True
11967,temporary,shared,False
11968,cell-phones,cell-phones,True
11969,automotive,automotive,True
11970,temporary,shared,False
11971,video-games,video-games,True
11972,general,general,True
11973,automotive,automotive,True
11974,shared,shared,True
11975,therapeutic,therapeutic,True
11976,temporary,shared,False
11977,cell-phones,cell-phones,True
11978,shared,shared,True
11979,therapeutic,therapeutic,True
11980,automotive,automotive,True
11981,video-games,video-games,True
11982,activities,activities,True
11983,childcare,childcare,True
11984,temporary,temporary,True
11985,therapeutic,therapeutic,True
11986,video-games,video-games,True
11987,general,general,True
11988,automotive,automotive,True
11989,appliances,appliances,True
11990,temporary,temporary,True
11991,cell-phones,cell-phones,True
11992,appliances,appliances,True
11993,household-services,household-services,True
11994,therapeutic,therapeutic,True
11995,photography,photography,True
11996,automotive,automotive,True
11997,cell-phones,cell-phones,True
11998,video-games,video-games,True
11999,activities,activities,True
12000,photography,appliances,False
12001,photography,appliances,False
12002,cell-phones,cell-phones,True
12003,cell-phones,appliances,False
12004,real-estate,therapeutic,False
12005,photography,appliances,False
12006,cell-phones,cell-phones,True
12007,housing,housing,True
12008,appliances,appliances,True
12009,photography,photography,True
12010,artists,artists,True
12011,household-services,household-services,True
12012,video-games,video-games,True
12013,temporary,temporary,True
12014,childcare,childcare,True
12015,therapeutic,therapeutic,True
12016,appliances,appliances,True
12017,temporary,temporary,True
12018,cell-phones,cell-phones,True
12019,general,real-estate,False
12020,household-services,childcare,False
12021,real-estate,therapeutic,False
12022,real-estate,real-estate,True
12023,wanted-housing,shared,False
12024,therapeutic,therapeutic,True
12025,automotive,automotive,True
12026,childcare,wanted-housing,False
12027,temporary,shared,False
12028,video-games,video-games,True
12029,childcare,shared,False
12030,childcare,childcare,True
12031,childcare,shared,False
12032,shared,shared,True
12033,artists,shared,False
12034,therapeutic,therapeutic,True
12035,cell-phones,photography,False
12036,childcare,wanted-housing,False
12037,appliances,appliances,True
12038,shared,shared,True
12039,temporary,temporary,True
12040,household-services,household-services,True
12041,cell-phones,appliances,False
12042,therapeutic,therapeutic,True
12043,shared,shared,True
12044,therapeutic,therapeutic,True
12045,cell-phones,cell-phones,True
12046,real-estate,real-estate,True
12047,shared,shared,True
12048,childcare,childcare,True
12049,childcare,childcare,True
12050,automotive,automotive,True
12051,video-games,video-games,True
12052,appliances,appliances,True
12053,real-estate,real-estate,True
12054,therapeutic,therapeutic,True
12055,shared,shared,True
12056,photography,photography,True
12057,video-games,video-games,True
12058,cell-phones,cell-phones,True
12059,cell-phones,cell-phones,True
12060,household-services,household-services,True
12061,therapeutic,therapeutic,True
12062,housing,temporary,False
12063,photography,photography,True
12064,appliances,appliances,True
12065,general,general,True
12066,photography,photography,True
12067,cell-phones,cell-phones,True
12068,video-games,appliances,False
12069,wanted-housing,wanted-housing,True
12070,shared,temporary,False
12071,household-services,household-services,True
12072,artists,general,False
12073,automotive,therapeutic,False
12074,wanted-housing,wanted-housing,True
12075,therapeutic,therapeutic,True
12076,real-estate,real-estate,True
12077,general,general,True
12078,temporary,temporary,True
12079,real-estate,real-estate,True
12080,childcare,childcare,True
12081,real-estate,real-estate,True
12082,cell-phones,cell-phones,True
12083,photography,photography,True
12084,general,childcare,False
12085,photography,photography,True
12086,video-games,video-games,True
12087,automotive,automotive,True
12088,appliances,appliances,True
12089,housing,housing,True
12090,wanted-housing,wanted-housing,True
12091,childcare,childcare,True
12092,therapeutic,therapeutic,True
12093,temporary,shared,False
12094,therapeutic,therapeutic,True
12095,childcare,childcare,True
12096,temporary,temporary,True
12097,cell-phones,cell-phones,True
12098,cell-phones,cell-phones,True
12099,real-estate,real-estate,True
12100,real-estate,real-estate,True
12101,wanted-housing,wanted-housing,True
12102,photography,appliances,False
12103,temporary,temporary,True
12104,shared,shared,True
12105,wanted-housing,wanted-housing,True
12106,cell-phones,cell-phones,True
12107,childcare,childcare,True
12108,shared,shared,True
12109,automotive,therapeutic,False
12110,therapeutic,therapeutic,True
12111,photography,appliances,False
12112,shared,shared,True
12113,household-services,household-services,True
12114,cell-phones,cell-phones,True
12115,shared,shared,True
12116,general,activities,False
12117,shared,shared,True
12118,artists,artists,True
12119,cell-phones,cell-phones,True
12120,therapeutic,shared,False
12121,housing,shared,False
12122,real-estate,appliances,False
12123,shared,shared,True
12124,appliances,appliances,True
12125,therapeutic,therapeutic,True
12126,video-games,video-games,True
12127,cell-phones,cell-phones,True
12128,therapeutic,therapeutic,True
12129,video-games,video-games,True
12130,real-estate,real-estate,True
12131,childcare,childcare,True
12132,household-services,household-services,True
12133,appliances,appliances,True
12134,general,childcare,False
12135,activities,activities,True
12136,childcare,childcare,True
12137,shared,temporary,False
12138,therapeutic,therapeutic,True
12139,photography,appliances,False
12140,childcare,childcare,True
12141,wanted-housing,wanted-housing,True
12142,therapeutic,therapeutic,True
12143,household-services,household-services,True
12144,therapeutic,therapeutic,True
12145,therapeutic,therapeutic,True
12146,household-services,household-services,True
12147,general,general,True
12148,household-services,household-services,True
12149,shared,wanted-housing,False
12150,temporary,temporary,True
12151,wanted-housing,temporary,False
12152,real-estate,automotive,False
12153,video-games,appliances,False
12154,appliances,appliances,True
12155,therapeutic,therapeutic,True
12156,childcare,childcare,True
12157,childcare,shared,False
12158,shared,shared,True
12159,childcare,general,False
12160,wanted-housing,shared,False
12161,temporary,wanted-housing,False
12162,wanted-housing,shared,False
12163,shared,shared,True
12164,photography,photography,True
12165,video-games,appliances,False
12166,video-games,video-games,True
12167,appliances,appliances,True
12168,automotive,automotive,True
12169,shared,shared,True
12170,general,general,True
12171,wanted-housing,wanted-housing,True
12172,general,childcare,False
12173,shared,shared,True
12174,therapeutic,therapeutic,True
12175,photography,photography,True
12176,shared,shared,True
12177,therapeutic,therapeutic,True
12178,video-games,video-games,True
12179,cell-phones,cell-phones,True
12180,temporary,shared,False
12181,wanted-housing,wanted-housing,True
12182,temporary,shared,False
12183,artists,general,False
12184,shared,shared,True
12185,appliances,appliances,True
12186,therapeutic,therapeutic,True
12187,household-services,household-services,True
12188,housing,shared,False
12189,household-services,household-services,True
12190,video-games,video-games,True
12191,automotive,automotive,True
12192,childcare,shared,False
12193,general,general,True
12194,activities,general,False
12195,artists,wanted-housing,False
12196,cell-phones,cell-phones,True
12197,automotive,automotive,True
12198,household-services,household-services,True
12199,childcare,childcare,True
12200,shared,shared,True
12201,childcare,childcare,True
12202,cell-phones,cell-phones,True
12203,general,general,True
12204,activities,childcare,False
12205,video-games,appliances,False
12206,shared,shared,True
12207,cell-phones,cell-phones,True
12208,appliances,appliances,True
12209,wanted-housing,real-estate,False
12210,cell-phones,cell-phones,True
12211,appliances,appliances,True
12212,therapeutic,therapeutic,True
12213,shared,shared,True
12214,real-estate,therapeutic,False
12215,cell-phones,cell-phones,True
12216,shared,shared,True
12217,therapeutic,therapeutic,True
12218,video-games,video-games,True
12219,shared,housing,False
12220,video-games,video-games,True
12221,general,general,True
12222,temporary,housing,False
12223,therapeutic,therapeutic,True
12224,childcare,childcare,True
12225,general,shared,False
12226,photography,appliances,False
12227,general,general,True
12228,cell-phones,cell-phones,True
12229,appliances,appliances,True
12230,photography,photography,True
12231,cell-phones,cell-phones,True
12232,temporary,shared,False
12233,wanted-housing,wanted-housing,True
12234,cell-phones,cell-phones,True
12235,wanted-housing,shared,False
12236,shared,shared,True
12237,household-services,household-services,True
12238,photography,appliances,False
12239,shared,shared,True
12240,wanted-housing,wanted-housing,True
12241,childcare,childcare,True
12242,household-services,household-services,True
12243,shared,shared,True
12244,wanted-housing,shared,False
12245,childcare,childcare,True
12246,photography,photography,True
12247,photography,appliances,False
12248,cell-phones,cell-phones,True
12249,childcare,childcare,True
12250,therapeutic,therapeutic,True
12251,automotive,automotive,True
12252,artists,artists,True
12253,general,shared,False
12254,wanted-housing,wanted-housing,True
12255,photography,appliances,False
12256,appliances,appliances,True
12257,video-games,video-games,True
12258,wanted-housing,temporary,False
12259,temporary,temporary,True
12260,temporary,shared,False
12261,childcare,childcare,True
12262,video-games,video-games,True
12263,temporary,temporary,True
12264,appliances,appliances,True
12265,household-services,automotive,False
12266,shared,shared,True
12267,photography,photography,True
12268,real-estate,therapeutic,False
12269,cell-phones,cell-phones,True
12270,general,shared,False
12271,automotive,automotive,True
12272,childcare,shared,False
12273,shared,shared,True
12274,automotive,automotive,True
12275,childcare,childcare,True
12276,therapeutic,therapeutic,True
12277,childcare,childcare,True
12278,automotive,shared,False
12279,shared,shared,True
12280,shared,shared,True
12281,temporary,temporary,True
12282,video-games,video-games,True
12283,wanted-housing,wanted-housing,True
12284,photography,appliances,False
12285,household-services,household-services,True
12286,therapeutic,therapeutic,True
12287,photography,photography,True
12288,real-estate,therapeutic,False
12289,wanted-housing,wanted-housing,True
12290,therapeutic,therapeutic,True
12291,therapeutic,therapeutic,True
12292,appliances,appliances,True
12293,appliances,appliances,True
12294,artists,artists,True
12295,temporary,shared,False
12296,therapeutic,therapeutic,True
12297,photography,photography,True
12298,shared,shared,True
12299,childcare,childcare,True
12300,wanted-housing,wanted-housing,True
12301,video-games,appliances,False
12302,automotive,automotive,True
12303,artists,childcare,False
12304,therapeutic,therapeutic,True
12305,photography,photography,True
12306,wanted-housing,shared,False
12307,therapeutic,therapeutic,True
12308,childcare,childcare,True
12309,shared,shared,True
12310,housing,temporary,False
12311,shared,shared,True
12312,appliances,appliances,True
12313,appliances,appliances,True
12314,shared,shared,True
12315,appliances,appliances,True
12316,cell-phones,cell-phones,True
12317,shared,shared,True
12318,artists,shared,False
12319,cell-phones,appliances,False
12320,appliances,appliances,True
12321,wanted-housing,wanted-housing,True
12322,wanted-housing,shared,False
12323,therapeutic,therapeutic,True
12324,real-estate,real-estate,True
12325,shared,shared,True
12326,childcare,childcare,True
12327,wanted-housing,shared,False
12328,photography,photography,True
12329,activities,activities,True
12330,therapeutic,therapeutic,True
12331,automotive,automotive,True
12332,household-services,household-services,True
12333,childcare,childcare,True
12334,artists,general,False
12335,shared,shared,True
12336,video-games,video-games,True
12337,cell-phones,cell-phones,True
12338,video-games,appliances,False
12339,real-estate,real-estate,True
12340,appliances,appliances,True
12341,housing,shared,False
12342,automotive,automotive,True
12343,wanted-housing,shared,False
12344,automotive,automotive,True
12345,household-services,household-services,True
12346,therapeutic,therapeutic,True
12347,shared,shared,True
12348,automotive,automotive,True
12349,real-estate,household-services,False
12350,therapeutic,therapeutic,True
12351,video-games,video-games,True
12352,activities,shared,False
12353,activities,general,False
12354,household-services,household-services,True
12355,temporary,shared,False
12356,shared,shared,True
12357,therapeutic,therapeutic,True
12358,wanted-housing,shared,False
12359,photography,photography,True
12360,cell-phones,cell-phones,True
12361,cell-phones,cell-phones,True
12362,shared,shared,True
12363,childcare,childcare,True
12364,childcare,childcare,True
12365,artists,artists,True
12366,general,shared,False
12367,general,general,True
12368,temporary,temporary,True
12369,automotive,automotive,True
12370,therapeutic,therapeutic,True
12371,shared,shared,True
12372,temporary,shared,False
12373,household-services,household-services,True
12374,appliances,appliances,True
12375,wanted-housing,wanted-housing,True
12376,temporary,shared,False
12377,therapeutic,therapeutic,True
12378,childcare,childcare,True
12379,real-estate,automotive,False
12380,appliances,appliances,True
12381,wanted-housing,wanted-housing,True
12382,household-services,household-services,True
12383,automotive,automotive,True
12384,wanted-housing,wanted-housing,True
12385,temporary,shared,False
12386,shared,shared,True
12387,photography,appliances,False
12388,photography,photography,True
12389,therapeutic,therapeutic,True
12390,photography,photography,True
12391,therapeutic,therapeutic,True
12392,temporary,wanted-housing,False
12393,appliances,appliances,True
12394,therapeutic,therapeutic,True
12395,automotive,automotive,True
12396,appliances,appliances,True
12397,video-games,video-games,True
12398,photography,appliances,False
12399,therapeutic,therapeutic,True
12400,shared,shared,True
12401,general,general,True
12402,shared,shared,True
12403,childcare,childcare,True
12404,household-services,shared,False
12405,housing,shared,False
12406,shared,shared,True
12407,cell-phones,cell-phones,True
12408,general,general,True
12409,childcare,childcare,True
12410,shared,temporary,False
12411,wanted-housing,wanted-housing,True
12412,appliances,appliances,True
12413,therapeutic,therapeutic,True
12414,video-games,video-games,True
12415,therapeutic,therapeutic,True
12416,cell-phones,cell-phones,True
12417,automotive,automotive,True
12418,household-services,automotive,False
12419,cell-phones,cell-phones,True
12420,photography,appliances,False
12421,temporary,shared,False
12422,childcare,childcare,True
12423,household-services,household-services,True
12424,wanted-housing,shared,False
12425,automotive,wanted-housing,False
12426,housing,housing,True
12427,shared,shared,True
12428,household-services,shared,False
12429,household-services,household-services,True
12430,shared,shared,True
12431,therapeutic,therapeutic,True
12432,shared,shared,True
12433,video-games,video-games,True
12434,shared,shared,True
12435,artists,wanted-housing,False
12436,video-games,video-games,True
12437,general,shared,False
12438,shared,shared,True
12439,therapeutic,therapeutic,True
12440,appliances,appliances,True
12441,temporary,shared,False
12442,general,general,True
12443,appliances,appliances,True
12444,shared,shared,True
12445,appliances,appliances,True
12446,appliances,appliances,True
12447,shared,shared,True
12448,temporary,shared,False
12449,photography,photography,True
12450,childcare,childcare,True
12451,housing,shared,False
12452,temporary,temporary,True
12453,therapeutic,therapeutic,True
12454,automotive,therapeutic,False
12455,video-games,video-games,True
12456,shared,temporary,False
12457,household-services,household-services,True
12458,temporary,shared,False
12459,cell-phones,cell-phones,True
12460,therapeutic,therapeutic,True
12461,cell-phones,cell-phones,True
12462,appliances,appliances,True
12463,automotive,shared,False
12464,therapeutic,therapeutic,True
12465,shared,shared,True
12466,cell-phones,cell-phones,True
12467,photography,photography,True
12468,general,shared,False
12469,general,general,True
12470,temporary,shared,False
12471,appliances,appliances,True
12472,shared,shared,True
12473,housing,shared,False
12474,automotive,therapeutic,False
12475,wanted-housing,shared,False
12476,cell-phones,cell-phones,True
12477,cell-phones,cell-phones,True
12478,photography,appliances,False
12479,video-games,video-games,True
12480,cell-phones,cell-phones,True
12481,video-games,video-games,True
12482,real-estate,real-estate,True
12483,therapeutic,therapeutic,True
12484,cell-phones,cell-phones,True
12485,therapeutic,therapeutic,True
12486,shared,shared,True
12487,cell-phones,cell-phones,True
12488,real-estate,real-estate,True
12489,cell-phones,cell-phones,True
12490,photography,photography,True
12491,household-services,household-services,True
12492,temporary,temporary,True
12493,automotive,shared,False
12494,automotive,automotive,True
12495,childcare,childcare,True
12496,wanted-housing,shared,False
12497,artists,general,False
12498,cell-phones,cell-phones,True
12499,automotive,shared,False
12500,shared,shared,True
12501,wanted-housing,wanted-housing,True
12502,cell-phones,cell-phones,True
12503,therapeutic,therapeutic,True
12504,shared,shared,True
12505,activities,general,False
12506,shared,temporary,False
12507,childcare,childcare,True
12508,childcare,childcare,True
12509,shared,temporary,False
12510,video-games,appliances,False
12511,cell-phones,cell-phones,True
12512,therapeutic,therapeutic,True
12513,temporary,temporary,True
12514,automotive,automotive,True
12515,household-services,household-services,True
12516,therapeutic,therapeutic,True
12517,shared,wanted-housing,False
12518,therapeutic,therapeutic,True
12519,appliances,appliances,True
12520,photography,photography,True
12521,wanted-housing,wanted-housing,True
12522,wanted-housing,wanted-housing,True
12523,automotive,automotive,True
12524,wanted-housing,wanted-housing,True
12525,household-services,household-services,True
12526,therapeutic,therapeutic,True
12527,temporary,temporary,True
12528,photography,photography,True
12529,therapeutic,therapeutic,True
12530,household-services,real-estate,False
12531,therapeutic,therapeutic,True
12532,general,childcare,False
12533,real-estate,real-estate,True
12534,video-games,video-games,True
12535,cell-phones,cell-phones,True
12536,video-games,video-games,True
12537,childcare,childcare,True
12538,childcare,general,False
12539,therapeutic,therapeutic,True
12540,appliances,appliances,True
12541,childcare,childcare,True
12542,temporary,shared,False
12543,shared,shared,True
12544,activities,activities,True
12545,appliances,appliances,True
12546,automotive,shared,False
12547,therapeutic,therapeutic,True
12548,shared,shared,True
12549,household-services,household-services,True
12550,automotive,automotive,True
12551,wanted-housing,shared,False
12552,real-estate,real-estate,True
12553,photography,photography,True
12554,artists,shared,False
12555,shared,shared,True
12556,real-estate,shared,False
12557,real-estate,therapeutic,False
12558,artists,shared,False
12559,temporary,temporary,True
12560,video-games,video-games,True
12561,photography,photography,True
12562,shared,shared,True
12563,household-services,household-services,True
12564,temporary,shared,False
12565,shared,shared,True
12566,appliances,appliances,True
12567,wanted-housing,shared,False
12568,household-services,household-services,True
12569,cell-phones,cell-phones,True
12570,real-estate,therapeutic,False
12571,shared,shared,True
12572,therapeutic,therapeutic,True
12573,photography,photography,True
12574,general,general,True
12575,appliances,appliances,True
12576,cell-phones,cell-phones,True
12577,therapeutic,therapeutic,True
12578,therapeutic,therapeutic,True
12579,housing,shared,False
12580,appliances,appliances,True
12581,general,wanted-housing,False
12582,housing,shared,False
12583,household-services,household-services,True
12584,therapeutic,therapeutic,True
12585,therapeutic,therapeutic,True
12586,shared,shared,True
12587,shared,shared,True
12588,therapeutic,therapeutic,True
12589,automotive,automotive,True
12590,cell-phones,cell-phones,True
12591,childcare,childcare,True
12592,real-estate,real-estate,True
12593,wanted-housing,wanted-housing,True
12594,household-services,shared,False
12595,appliances,appliances,True
12596,artists,general,False
12597,shared,shared,True
12598,photography,photography,True
12599,temporary,shared,False
12600,cell-phones,cell-phones,True
12601,appliances,appliances,True
12602,therapeutic,therapeutic,True
12603,general,real-estate,False
12604,appliances,appliances,True
12605,general,general,True
12606,therapeutic,therapeutic,True
12607,cell-phones,cell-phones,True
12608,temporary,shared,False
12609,household-services,therapeutic,False
12610,cell-phones,cell-phones,True
12611,cell-phones,cell-phones,True
12612,cell-phones,cell-phones,True
12613,household-services,household-services,True
12614,artists,general,False
12615,household-services,shared,False
12616,wanted-housing,wanted-housing,True
12617,shared,shared,True
12618,video-games,appliances,False
12619,shared,shared,True
12620,photography,appliances,False
12621,wanted-housing,wanted-housing,True
12622,video-games,video-games,True
12623,video-games,video-games,True
12624,general,childcare,False
12625,appliances,appliances,True
12626,shared,shared,True
12627,photography,photography,True
12628,real-estate,automotive,False
12629,general,childcare,False
12630,shared,shared,True
12631,therapeutic,therapeutic,True
12632,shared,shared,True
12633,activities,childcare,False
12634,artists,temporary,False
12635,cell-phones,appliances,False
12636,automotive,automotive,True
12637,wanted-housing,wanted-housing,True
12638,wanted-housing,wanted-housing,True
12639,shared,wanted-housing,False
12640,therapeutic,therapeutic,True
12641,cell-phones,photography,False
12642,automotive,automotive,True
12643,video-games,video-games,True
12644,household-services,household-services,True
12645,video-games,video-games,True
12646,photography,appliances,False
12647,appliances,appliances,True
12648,video-games,video-games,True
12649,therapeutic,therapeutic,True
12650,appliances,appliances,True
12651,shared,shared,True
12652,wanted-housing,shared,False
12653,temporary,shared,False
12654,shared,shared,True
12655,therapeutic,therapeutic,True
12656,wanted-housing,shared,False
12657,therapeutic,therapeutic,True
12658,video-games,appliances,False
12659,housing,housing,True
12660,shared,shared,True
